tweets	label	preprocessed
Itu semua TKA komunis Cina positif. Kok gk ditutup, bedebah banget ini!  https://twitter.com/tempodotco/status/1293759713285292032 …	R	itu semua tka komunis cina positif kok gk ditutup bedebah banget ini 
"Cina komunis
Iran syiah,  anda milih yg mana pak?"	R	cina komunis iran syiah anda milih yg mana pak 
SUBHANALLAH. Dalam tempo 7 bulan Prahara Covid-19 telah mengubah TATANAN DUNIA. Negara Kapitalis Amerika Serikat dan sekutunya terpuruk ke jurang resesi, perekonomian Cina Komunis berantakan.	R	subhanallah dalam tempo 7 bulan prahara covid 19 telah mengubah tatanan dunia negara kapitalis amerika serikat dan sekutunya terpuruk ke jurang resesi perekonomian cina komunis berantakan 
[Fakta atau Hoaks] Benarkah virus Corona Covid-19 dibuat di lab militer Partai Komunis Cina? #viruscorona #coronavirus #corona #covid19  https://cekfakta.tempo.co/fakta/945/fakta-atau-hoaks-benarkah-virus-corona-covid-19-dibuat-di-lab-militer-partai-komunis-cina …	Non_R	 fakta atau hoaks benarkah virus corona covid 19 dibuat di lab militer partai komunis cina viruscorona coronavirus corona covid19 
Muslim Uighur: Rezim Komunis Cina Robohkan Dua Masjid  http://feedproxy.google.com/~r/eramuslim/oke/~3/wZizBIMpaXQ/muslim-uighur-rezim-komunis-cina-robohkan-dua-masjid.htm …	Non_R	muslim uighur rezim komunis cina robohkan dua masjid 
Dan si hilmi lupa, bintang itu logo negra cina komunis...😛	R	dan si hilmi lupa bintang itu logo negra cina komunis 
Apa Cina komunis ni jaga tanah melayu ni!!!!!! Bangun Melayu lawan!!! Cis tak guna DAP!!  https://twitter.com/hannahyeoh/status/1293515841401573376 …	R	apa cina komunis ni jaga tanah melayu ni bangun melayu lawan cis tak guna dap 
"Efek kongkalingkong Mak Banteng saat jadi presiden ... dg para bandit komunis cina
#SaatnyaTurunkanJKW
#SaatnyaTurunkanJKW 

Semoga cepat di gulingkan rezim komunis perjuangan ini"	R	efek kongkalingkong mak banteng saat jadi presiden dg para bandit komunis cina saatnyaturunkanjkw saatnyaturunkanjkw semoga cepat di gulingkan rezim komunis perjuangan ini
"China komunis itu #sadis be #carefull.

The #CIA Will vanishing the cina komunis  https://twitter.com/MarouaBenterkia/status/1208441224912408578 …"	R	china komunis itu sadis be carefull the cia will vanishing the cina komunis 
"Sengaja ditebar TKA komunis Cina dan WNA komunis penyebar virus Cina...
Banyak yg masuk Papua jg.  https://twitter.com/yashadipura/status/1293694612523978755 …"	R	sengaja ditebar tka komunis cina dan wna komunis penyebar virus cina banyak yg masuk papua jg 
trus taunya penduduk sana nga komunis gmn..jgn lupa bintang yg ada mirip jg tuh bintang yg ada di bendera Cina. 🤔	Non_R	trus taunya penduduk sana nga komunis gmn jgn lupa bintang yg ada mirip jg tuh bintang yg ada di bendera cina 
GOBLOG lu banggain cina amat lu, CEBONG.. universitas Oxford Inggris sudah lebih dulu neliti vaksin Covid 19 dibanding negara kebanggaan lu yang komunis itu DUNGU	R	goblog lu banggain cina amat lu cebong universitas oxford inggris sudah lebih dulu neliti vaksin covid 19 dibanding negara kebanggaan lu yang komunis itu dungu
"cina rrc mmg atheis yg komunis
jd biar kta nya ngr demokratis  , itu hny.jargon"	R	cina rrc mmg atheis yg komunis jd biar kta nya ngr demokratis itu hny jargon
"lndonesia mau hebat biasakan mengurus perkara yang besar besar. Urusan untuk mengurus lambung rakyat saja lndonesia oleng.Terpaksa untuk cari pencitraan, dengan bintang jasa lah,  dengan kenaikan gaji 13 lah. Datangan cina komunis sampai kita tidak sadar

 https://www.youtube.com/watch?v=OnltE_ukwjc …"	R	lndonesia mau hebat biasakan mengurus perkara yang besar besar urusan untuk mengurus lambung rakyat saja lndonesia oleng terpaksa untuk cari pencitraan dengan bintang jasa lah dengan kenaikan gaji 13 lah datangan cina komunis sampai kita tidak sadar 
pribumi pekok... Klo cina nasinalis sih boleh di bela tp cina komunis di bela jga apa mau  ttnsfer  ideologiny...???	R	pribumi pekok klo cina nasinalis sih boleh di bela tp cina komunis di bela jga apa mau ttnsfer ideologiny 
Disini kita bisa tahu mana antek cina mana pembela bangsa indonesia.. Lebih mudah melawan negara asing daripada melawan penjilat.. Semoga menjelang Kemerdekaan RI.. Akan cepat sadar pengemban amanah bangsa..	R	disini kita bisa tahu mana antek cina mana pembela bangsa indonesia lebih mudah melawan negara asing daripada melawan penjilat semoga menjelang kemerdekaan ri akan cepat sadar pengemban amanah bangsa 
"YANG PENTING JOKOWI MEMIKIRKAN MEMAJUKAN BANGSA INI!!!
GAK NGURUS MAU BAPAK NYA PKI,MBAH NYA CINA,MOYANGNYA ANTEK ASING SEKALIPUN!!!"	Non_R	yang penting jokowi memikirkan memajukan bangsa ini gak ngurus mau bapak nya pki mbah nya cina moyangnya antek asing sekalipun 
Antek asing dolar amrik aseng pesawat cina dan asong rasisme ya?	Non_R	antek asing dolar amrik aseng pesawat cina dan asong rasisme ya 
"Percuma diingatkan. Jangan gunakan waktumu utk hal yg sia2 sprt ""mengingatkan"" mereka.
Kalo gak segolongan artinya adlh najis, kotor, PKI, antek asing, babu cina, kafir, kurafat, anak gerwani, cebong IQ sekolam.
Cuma bisa ngatain, tapi, IQ 2digit."	Non_R	percuma diingatkan jangan gunakan waktumu utk hal yg sia2 sp mengingatkan mereka kalo gak segolongan artinya adlh najis kotor pki antek asing babu cina kafir kurafat anak gerwani cebong iq sekolam cuma bisa ngatain tapi iq 2digit 
"""... Di luar negeri, orang melihat Jokowi berhasil membangun Indonesia dengan masif. Di dalam negeri, yang dilihat pembencinya itu-itu aja: anti Islam, pro Cina, antek asing, isu PKI dan komunis didaur ulang lagi, otoriter dan memberangus kebebasan berpendapat..."""	Non_R	 di luar negeri orang melihat jokowi berhasil membangun indonesia dengan masif di dalam negeri yang dilihat pembencinya itu itu aja anti islam pro cina antek asing isu pki dan komunis didaur ulang lagi otoriter dan memberangus kebebasan berpendapat 
Wong kerjasama ama cina dan matauang yuannya ya? Cuma ga ditereakin antek asing antek aseng aja ama antek asong di sini ya?	Non_R	wong kerjasama ama cina dan matauang yuannya ya cuma ga ditereakin antek asing antek aseng aja ama antek asong di sini ya 
Selalu saja isu antek asing tka cina dll, ga ada abisnya isu dan hoax kau sebarkan	Non_R	selalu saja isu antek asing tka cina dll ga ada abisnya isu dan hoax kau sebarkan
"Kalo di Indo bilangnya Antek Asing tolak cina tapi nontonin TicTac cewe"" nari sambil main Pabji :(  https://twitter.com/CNNIndonesia/status/1287964258722930688 …"	Non_R	kalo di indo bilangnya antek asing tolak cina tapi nontonin tictac cewe nari sambil main pabji 
"😄😄😄😄😄

Mamak nya china tetapi selalu koar~koar anti antek asong ,asing, kapir dan bla~bla
bukankah cina di kata kafir 
ah munafik....tapi memakai bahan yang di buat cina
BEGITULAH KALAU MEMBABI BUTA MEMBELA ULAMAKNYA WALAUPUN SERING DI KOMENTARI KARENA CUITANNYA YG AROGAN"	Non_R	 mamak nya china tetapi selalu koar koar anti antek asong asing kapir dan bla bla bukankah cina di kata kafir ah munafik tapi memakai bahan yang di buat cina begitulah kalau membabi buta membela ulamaknya walaupun sering di komentari karena cuitannya yg arogan
"beli produk AS, antek asing, beli produk Cina dibilag antek aseng ...

 https://news.detik.com/internasional/d-5105482/as-kucurkan-rp-29-t-untuk-beli-100-juta-dosis-vaksin-corona-potensial …

AS sepakat untuk membayar nyaris US$ 2 miliar (Rp 29,3 triliun) untuk 100 juta dosis vaksin virus Corona (COVID-19) potensial."	Non_R	beli produk as antek asing beli produk cina dibilag antek aseng as sepakat untuk membayar nyaris us 2 miliar rp 29 3 triliun untuk 100 juta dosis vaksin virus corona covid 19 potensial 
ya gak mungkinlah...,pemimpin terbaik itu ya anies..,ganjar,risma,sama ridwan kamil itu antek asing...,muslim sejati pilih anies,yg gak pilih anies berarti anak pki antek yahudi cina	R	ya gak mungkinlah pemimpin terbaik itu ya anies ganjar risma sama ridwan kamil itu antek asing muslim sejati pilih anies yg gak pilih anies berarti anak pki antek yahudi cina
pemerintah konsentrasi dg isue PKI, tenaga kerja Cina, dan antek asing oleh pasukan “kadrun” yg menjadi antek Arab pendukung Khilafah yg demo setiap hari?	R	pemerintah konsentrasi dg isue pki tenaga kerja cina dan antek asing oleh pasukan kadrun yg menjadi antek arab pendukung khilafah yg demo setiap hari 
Wah bapak ini pengen sekali di anggap jawa tulen agar supaya bisa jadi presiden,pak Jokowi aja yg medok gitu di akui kardun sbg keturunan cina antek asing + aseng malah jd presiden, apa bapak gak pengen ganti strategi pak? 🤣	Non_R	wah bapak ini pengen sekali di anggap jawa tulen agar supaya bisa jadi presiden pak jokowi aja yg medok gitu di akui kardun sbg keturunan cina antek asing aseng malah jd presiden apa bapak gak pengen ganti strategi pak 
Karena dia antek Asing dan aseng semua dari cina PKI	R	karena dia antek asing dan aseng semua dari cina pki
"Gw sendiri ga pernah sakit hati atau terlalu baper kalo dikatain sipit, cina, kafir, yesus, antek asing dan lainlainnya.. tapi gw juga ngerti ga semua orang bisa tebelin kulit kaya gitu.

Tujuan SJW itu supaya ga ada lagi rasisme atau stereotip jelek dalam masyarakat."	Non_R	gw sendiri ga pernah sakit hati atau terlalu baper kalo dikatain sipit cina kafir yesus antek asing dan lainlainnya tapi gw juga ngerti ga semua orang bisa tebelin kulit kaya gitu tujuan sjw itu supaya ga ada lagi rasisme atau stereotip jelek dalam masyarakat 
"Buat isu antek asing, cina, komunis, liberal, dan banyak lagi , ga tau kenapa semua fitnah yang jelek2 di borong di tujukan satu orang.

Lah mereka yg suka fitnah udah berbuat apa untuk bangsa ini ????"	Non_R	buat isu antek asing cina komunis liberal dan banyak lagi ga tau kenapa semua fitnah yang jelek2 di borong di tujukan satu orang lah mereka yg suka fitnah udah berbuat apa untuk bangsa ini 
"Serangan bertubi-tubi menyerang presiden dgn berbagai fitnah personal dan keluarganya. Dari PKI, keturunan Cina, bkn lulusan UGM, antek asing aseng, anti Islam, Ibu kandungnya difitnah ibu palsu...
Di dunia mungkin bisa bebas. Bgmn mereka akan bertanggungjawab di akhirat kelak???"	Non_R	serangan bertubi tubi menyerang presiden dgn berbagai fitnah personal dan keluarganya dari pki keturunan cina bkn lulusan ugm antek asing aseng anti islam ibu kandungnya difitnah ibu palsu di dunia mungkin bisa bebas bgmn mereka akan bertanggungjawab di akhirat kelak 
Sangattt...layakk....abiss...pdip sarang para koruptor....maling uang rakyat....!!!!...sarang penista agama islam...antek asing dan aseng...cina komunis....!!!	R	sangattt layakk abiss pdip sarang para koruptor maling uang rakyat sarang penista agama islam antek asing dan aseng cina komunis 
Tonton aja, dari dulu muter issue terus. Gagal isu TKA, ganti PKI, lalu Hutang, antek asing, Jokowi non muslim, cina, ulamaisasi kriminal...e kebalik😄. Terus gagal & gagal, krena smua cm fitnah asal mangap. HOAX turun naik kayak ingus bocah penyakitan.  https://twitter.com/sjahtie/status/1278866843239739392 …	Non_R	tonton aja dari dulu muter issue terus gagal isu tka ganti pki lalu hutang antek asing jokowi non muslim cina ulamaisasi kriminal e kebalik terus gagal gagal krena smua cm fitnah asal mangap hoax turun naik kayak ingus bocah penyakitan 
PKI, antek cina, antek asing semua sdh digoreng tapi hasilnya NOL dan sekarang hutang negara lagi digoreng kadrun memang ajib dan bahlul. Cc @haikal_hassan @ustadtengkuzul	Non_R	pki antek cina antek asing semua sdh digoreng tapi hasilnya nol dan sekarang hutang negara lagi digoreng kadrun memang ajib dan bahlul cc 
"Nih kadrun sbntr lg di cap PKI, komunis, antek asing, babu cina. Yg nge cap kadrun jg.
Jadinya kadrun makan kadrun."	Non_R	nih kadrun sbntr lg di cap pki komunis antek asing babu cina yg nge cap kadrun jg jadinya kadrun makan kadrun 
Tak bisik i drun jokowi bisa turun cuma faktor ekonomi.bukan isu murahan macam pki antek asing antek cina,dasar kadrun tolol	Non_R	tak bisik i drun jokowi bisa turun cuma faktor ekonomi bukan isu murahan macam pki antek asing antek cina dasar kadrun tolol
Anjing antek penjajah kayak elu pastilah punya bakat pengkhianat ! Dmn2 anjing kayak elu jd kutil babi yg menggerogoti bangsa sendiri supaya lepas. Lu dibayar brp jd antek asing ! Pengkhianat mcm lu gak usah ngurusi nkri, lu jd jongos cina di wuhan sana. Cocok sama elu! 🐖💩	R	anjing antek penjajah kayak elu pastilah punya bakat pengkhianat dmn2 anjing kayak elu jd kutil babi yg menggerogoti bangsa sendiri supaya lepas lu dibayar brp jd antek asing pengkhianat mcm lu gak usah ngurusi nkri lu jd jongos cina di wuhan sana cocok sama elu 
"berikut adalah fitnah atau hoax dari bani kadrun, yg selama ini ditujukan kepada Pakde @jokowi :

- antek asing
- PKI
- antek Cina
- ijazah palsu

balik lagi...

- antek asing
- PKI
-

...
pokoknya begitu terus sampai Rizieq selesai ngitung pasir di arab sana !
😂
#TurnBackHoax"	Non_R	berikut adalah fitnah atau hoax dari bani kadrun yg selama ini ditujukan kepada pakde antek asing pki antek cina ijazah palsu balik lagi antek asing pki pokoknya begitu terus sampai rizieq selesai ngitung pasir di arab sana turnbackhoax
Koq ga ada antek asing, aseng, asong,  tka cina, ga valid nih penghinaan thd cucu nabi laporin ah ke cc: @ustadtengkuzul	Non_R	koq ga ada antek asing aseng asong tka cina ga valid nih penghinaan thd cucu nabi laporin ah ke cc 
Suka provokasi antek asing, aseng, Cina kafir, tidak sadar dirinya aseng, malu2in leluhur sendiri. Berdaster, berjenggot, memasang embel2 didepan nama, tidak menghapus garis keturunanmu.	Non_R	suka provokasi antek asing aseng cina kafir tidak sadar dirinya aseng malu2in leluhur sendiri berdaster berjenggot memasang embel2 didepan nama tidak menghapus garis keturunanmu 
NKRI dijajah oleh asing selama 350 th,  setelah merdeka NKRI dijajah oleh Kita sendiri, jika Kita jadi penguasa, sekecil penguasa lurah/kapala SD dll, jokowi mau betulin, dibilangin PKI anak aseng, antek cina,70% PNS ngak undi jokowi	Non_R	nkri dijajah oleh asing selama 350 th setelah merdeka nkri dijajah oleh kita sendiri jika kita jadi penguasa sekecil penguasa lurah kapala sd dll jokowi mau betulin dibilangin pki anak aseng antek cina 70 pns ngak undi jokowi
Uda senjata andalan dia..klu ngga pki..ya antek asing..ngga antek asing teriak2 cina..	Non_R	uda senjata andalan dia klu ngga pki ya antek asing ngga antek asing teriak2 cina 
"Kata pepatah ""Belajarlah ke negeri Cina, biar bapak aja yg tereak2 Cina kafir, Cina Komunis, Antek asing, kacung Cina supaya bapak tetap dapat duit dan sesekali mengunjungi kamu di Cina""... asu tenan 😡😬"	Non_R	kata pepatah belajarlah ke negeri cina biar bapak aja yg tereak2 cina kafir cina komunis antek asing kacung cina supaya bapak tetap dapat duit dan sesekali mengunjungi kamu di cina asu tenan 
Hudup dg rasa iri dan dengki itu tak akan bs tenang...liat aja, kata yg muncul ga jauh² dr kafir, cina, antek asing. Lucunya lg yg suka sbut² sprti itu mlh ada jg loh yg darahnya bukan org nusantara asli...	Non_R	hudup dg rasa iri dan dengki itu tak akan bs tenang liat aja kata yg muncul ga jauh dr kafir cina antek asing lucunya lg yg suka sbut sprti itu mlh ada jg loh yg darahnya bukan org nusantara asli 
Kita ma mereka becanda terus,Antek asing dan asing mung gede di medsos saja.Kadrun ya kerja masih ikut cina,THR ormas minta Cina...Kadrun iku ndagel Om	Non_R	kita ma mereka becanda terus antek asing dan asing mung gede di medsos saja kadrun ya kerja masih ikut cina thr ormas minta cina kadrun iku ndagel om
NKRI harga mati, silahkan panggil saya cebong, silahkan panggil saya antek asing, pro cina, tapi yang penting jangan panggil saya PKS/FPI #Programpolibeks https://twitter.com/PakatDayak/status/1269489592404545536 …	Non_R	nkri harga mati silahkan panggil saya cebong silahkan panggil saya antek asing pro cina tapi yang penting jangan panggil saya pks fpi programpolibeks 
Bacot si Musni tetep aja gitu, kalo gak Cina pasti PKI,  kafir,  zolim, antek aseng asing.. Sekali goblok ya tetep tolol	Non_R	bacot si musni tetep aja gitu kalo gak cina pasti pki kafir zolim antek aseng asing sekali goblok ya tetep tolol
"alah pake hp cina aja koar"" antek asing antek asing... prettt"	Non_R	alah pake hp cina aja koar antek asing antek asing prettt
Selain buzzerrp apalagi nih? Pki? Cina? Kapir? Antek asing? 😂😂😂😂😂😂😂	Non_R	selain buzzerrp apalagi nih pki cina kapir antek asing 
"Kita sebagai org indo benci banget klo orang asing ikut campur isu politik dalem negeri

Anti antek Amerika
Anti antek cina
Anti antek komunis
Anti antek Yahudi

Masi inget kan?"	Non_R	kita sebagai org indo benci banget klo orang asing ikut campur isu politik dalem negeri anti antek amerika anti antek cina anti antek komunis anti antek yahudi masi inget kan 
"Logika kadrun:
TNI pembunuh 👉 Pahlawan
Tukang fitnah 👉 Manusia Merdeka
Rizieq chat mesum 👉 Ulama suci
Gubernur prank 👉 Rasa presiden

Giliran yg krja siang malam buat mastiin rakyat miskin dpt bantuan 👉 PKI antek asing aseng kafir budak cina dll

Kadrun emang beda 😂"	Non_R	logika kadrun tni pembunuh pahlawan tukang fitnah manusia merdeka rizieq chat mesum ulama suci gubernur prank rasa presiden giliran yg krja siang malam buat mastiin rakyat miskin dpt bantuan pki antek asing aseng kafir budak cina dll kadrun emang beda 
"Betul om ... klu cina itu saling bantu sesama mereka, melakukan segala cara biar kaya ... 
Harusnya begitu juga pribumi ... bukan malah jadi jongos , antek asing aseng"	Non_R	betul om klu cina itu saling bantu sesama mereka melakukan segala cara biar kaya harusnya begitu juga pribumi bukan malah jadi jongos antek asing aseng
"Nanti ayyy ceritain kisah konglomerat cina yg begitu ""mesra"" dg suharto asal mulanya.
Jgn cuma bisa tereak2x antek aseng dan asing doang tp harus tau sejarahnya...dong...DRUN."	Non_R	nanti ayyy ceritain kisah konglomerat cina yg begitu mesra dg suharto asal mulanya jgn cuma bisa tereak2x antek aseng dan asing doang tp harus tau sejarahnya dong drun 
Udah ketaker jurus oposisi mh, ga jauh2 dari pki, kriminalisasi ulama, antek asing, sekutu cina, tp ya cm sebatas koar2 aja, makanya ga menang2 😅	Non_R	udah ketaker jurus oposisi mh ga jauh2 dari pki kriminalisasi ulama antek asing sekutu cina tp ya cm sebatas koar2 aja makanya ga menang2 
"Bukannya Indo sudah biasa nganggep yang putih = cina?,apalagi yang sipit  
Dasaaar Antek asing"	Non_R	bukannya indo sudah biasa nganggep yang putih cina apalagi yang sipit dasaaar antek asing
Iaaa genosida 65 tanpa proses peradilan, pembunuhan di bali, sekitar jawa, dan barang siapa yang menyuarakan ini langsuuung dituduh anak cucu pki antek cina antek asing, terus apalagi ? Relawan jokowi ? Sajian alternative sejarah memang asik di pertentangkan	Non_R	iaaa genosida 65 tanpa proses peradilan pembunuhan di bali sekitar jawa dan barang siapa yang menyuarakan ini langsuuung dituduh anak cucu pki antek cina antek asing terus apalagi relawan jokowi sajian alternative sejarah memang asik di pertentangkan
dinas dukcapil  california ini dasar antek asing kafir antek cina komunis kamu ya	R	dinas dukcapil california ini dasar antek asing kafir antek cina komunis kamu ya
arab beda ama cina dan keturunan asing yg lain.. mereka juga diakui sbg pribumi, turut mengikrarkan sumpah pemuda dan berjuang bersama melawan penjajah...kalo Cina mah dr dulu antek penjajah,	R	arab beda ama cina dan keturunan asing yg lain mereka juga diakui sbg pribumi turut mengikrarkan sumpah pemuda dan berjuang bersama melawan penjajah kalo cina mah dr dulu antek penjajah 
Kata2 kelompok 212 gak jauh dari  : Ahok ,Jokowi, ulama dizalimi, PKI  , umat Islam dizalimi , antek cina, antek asing....  https://twitter.com/ChusnulSyantik/status/1263139981700198401 …	Non_R	kata2 kelompok 212 gak jauh dari ahok jokowi ulama dizalimi pki umat islam dizalimi antek cina antek asing 
Catatan soal Natuna & Laut Natuna Utara (sy tdk akan mnggunakan istilah laut cina selatan), adalah bhw mmg pemerintah kt tdk berani bersikap tegas, tdk siap bersikap tegas & dilemahkan oleh opini2 dlm negeri yg disuarakan para antek asing...  https://twitter.com/OpiniRakyat2/status/1263027237235773440 …	Non_R	catatan soal natuna laut natuna utara sy tdk akan mnggunakan istilah laut cina selatan adalah bhw mmg pemerintah kt tdk berani bersikap tegas tdk siap bersikap tegas dilemahkan oleh opini2 dlm negeri yg disuarakan para antek asing 
"Aku kangen indonesia tempo dulu,jauh dari penguasa dzolim,jauh dari antek asing dan kacung cina,jauh dari kriminalisasi.
Jauh dari buzzerRp"	Non_R	aku kangen indonesia tempo dulu jauh dari penguasa dzolim jauh dari antek asing dan kacung cina jauh dari kriminalisasi jauh dari buzzerrp
Kalau aturan diterapkan dng tegas, entar mentalitas korban malah keluar (playing victim). Pemerintah lalim, rezim antek asing-aseng-asong, komunis, menindas rakyatlah. Ini lagu usang yg selalu diputar ulang. Mau kalo aturan ditegakkan dng keras seperti rezim komunis Cina, dll?	Non_R	kalau aturan diterapkan dng tegas entar mentalitas korban malah keluar playing victim pemerintah lalim rezim antek asing aseng asong komunis menindas rakyatlah ini lagu usang yg selalu diputar ulang mau kalo aturan ditegakkan dng keras seperti rezim komunis cina dll 
Puasa2 pingin nyampluk mulutnya ni orang, katanya kamu nkri hrg mati, kok skg bela bachin, thet kunthet kamu sdh jd antek asing cina, otakmu hny duit duit duit, tdk mau mikir, skg bnyk pkrj kita pd nganggur, betul2 sdh jd sun bokong kau kunthet	Non_R	puasa2 pingin nyampluk mulutnya ni orang katanya kamu nkri hrg mati kok skg bela bachin thet kunthet kamu sdh jd antek asing cina otakmu hny duit duit duit tdk mau mikir skg bnyk pkrj kita pd nganggur betul2 sdh jd sun bokong kau kunthet
"Muslim itu ada tingkatanya, 
Dari mulai mukmin,mukhsin, mukhlis , Ihksan dan Muttaqin.
Jadi milih ustadnya pun berbeda.
Yg pemula bisa milih ustad seleb yg khotbahnya seputar hijrah, neraka & surga atau yg tereak2x TKA Cina antek asing,antek aseng, PKI, negara thogut dll
Kamu ?"	Non_R	muslim itu ada tingkatanya dari mulai mukmin mukhsin mukhlis ihksan dan muttaqin jadi milih ustadnya pun berbeda yg pemula bisa milih ustad seleb yg khotbahnya seputar hijrah neraka surga atau yg tereak2x tka cina antek asing antek aseng pki negara thogut dll kamu 
"bosen juga dengerin jualannya kaum fansboy ISIS /Khilafah
PKI, TKA asing, antek cina, tukang ngutang, thogut, apalagi ya ?
Mending kalian bikin donasi buat beli pulau, terus bikin deh sono kekhalifahan angkat deh tuh imam besar jd pemimpin
Daripada jd benalu di NKRI
Otak udang !"	Non_R	bosen juga dengerin jualannya kaum fansboy isis khilafah pki tka asing antek cina tukang ngutang thogut apalagi ya mending kalian bikin donasi buat beli pulau terus bikin deh sono kekhalifahan angkat deh tuh imam besar jd pemimpin daripada jd benalu di nkri otak udang 
"Iya yacgh...
TKA CINA
ANTEK ASING
PKI
HUTANG 
BY BACK INDOSAT
itu yg selalu di gaungkan
Basi tahu...."	Non_R	iya yacgh tka cina antek asing pki hutang by back indosat itu yg selalu di gaungkan basi tahu 
"Deal sama cina : pemerintah antek aseng oseng2
Deal sama slain cina ; pemerintah pro asing 😆😆 repot wis sego jagung bungkus"	Non_R	deal sama cina pemerintah antek aseng oseng2 deal sama slain cina pemerintah pro asing repot wis sego jagung bungkus
Buat yg kena propaganda anti Cina karena antek2 Asing Barat Amrik kepentingannya satu per satu copot. Cara adu domba antek Asing itu selalu propaganda anti Cina,  PKI dll sdh gaya lama gaya Orba ngak laku lagi.  pic.twitter.com/eCmjK4piHh	Non_R	buat yg kena propaganda anti cina karena antek2 asing barat amrik kepentingannya satu per satu copot cara adu domba antek asing itu selalu propaganda anti cina pki dll sdh gaya lama gaya orba ngak laku lagi 
Ini dikit2 antek asing antek cina padahal kami tidak ngapa2in, ya ampun sampai segitu nya membenci minoritas, melek dkit knp	Non_R	ini dikit2 antek asing antek cina padahal kami tidak ngapa2in ya ampun sampai segitu nya membenci minoritas melek dkit knp
"terima investor bule : antek asing
dr investor Cina : antek aseng
dr ar!b : doyan juga duit arab
ngutang ga boleh,pake dana haji g boleh
ini itu dicela,trus Pak Jokowi suruh ngapain drun ?"	Non_R	terima investor bule antek asing dr investor cina antek aseng dr ar b doyan juga duit arab ngutang ga boleh pake dana haji g boleh ini itu dicela trus pak jokowi suruh ngapain drun 
antek orba????migas+asing???cina asing gk ya???koruptor..hmmmm jiwasraya harun masiku dll???hmmm aing bingung	Non_R	antek orba migas asing cina asing gk ya koruptor hmmmm jiwasraya harun masiku dll hmmm aing bingung
Ya bagus sih kalau hanya sebatas debat. Ini mah dirundung, apapun yg dilakuin udh dilabel kata2 komunis, antek asing, antek cina. Gara2 lebih dulu baca2 ngulik diluar kemampuannya Kali👀.  Apalagi bahas g30spki ya runyam makin2 dikatain komunis🙄 walaupun ada argumen dasarnya jg.	Non_R	ya bagus sih kalau hanya sebatas debat ini mah dirundung apapun yg dilakuin udh dilabel kata2 komunis antek asing antek cina gara2 lebih dulu baca2 ngulik diluar kemampuannya kali apalagi bahas g30spki ya runyam makin2 dikatain komunis walaupun ada argumen dasarnya jg 
"pemerintah juga punya batas utang GOBLOK elu itu pendukung Prabowo yg sakit hati krna Prabowo jdi anak buah Jokowi

pola KADRUN dapat di pahami klau gak nyerang hutang atau PKI antek cina antek asing itu aja sampek lebaran monyet😋"	Non_R	pemerintah juga punya batas utang goblok elu itu pendukung prabowo yg sakit hati krna prabowo jdi anak buah jokowi pola kadrun dapat di pahami klau gak nyerang hutang atau pki antek cina antek asing itu aja sampek lebaran monyet 
Ini si kelakuan kelompok yg ada di Indonesia prof,kalo ga sepaham sama kelompok mereka langsung di cap komunis antek asing,cina bla bla bla dan orang2 itu pula yg memusuhi pemerintah.	Non_R	ini si kelakuan kelompok yg ada di indonesia prof kalo ga sepaham sama kelompok mereka langsung di cap komunis antek asing cina bla bla bla dan orang2 itu pula yg memusuhi pemerintah 
"Baju merah @sinfulscint 
Baju hijau @crescentmocn
Baju hitam kribo @clardeIune
Baju hitam lurus @cpoiarin 
Ranting 1 @Iorentsai 
Ranting 2 @malgemui 
Pohon yang tumbang @nancyjeweels pic.twitter.com/suyOydOBF1"	Non_R	baju merah baju hijau baju hitam kribo baju hitam lurus ranting 1 ranting 2 pohon yang tumbang 
digital news - digital news	Non_R	digital news digital news
Engga kok engga aneh bagus sih yg hitam	Non_R	engga kok engga aneh bagus sih yg hitam
"Misal yg lain, rambut. Mau lurus, ikal, curly, kribo, hitam, blonde atau gimanapun, asalkan distyle dengan cocok, bagus2 saja kok.
Mau rambut jamet kalau cocok dengan face dan gaya penampilan, dan pede, bakal cocok dan gamungkin jelek sih.
Ya emg nyari cocoknya ini yg susah."	Non_R	misal yg lain rambut mau lurus ikal curly kribo hitam blonde atau gimanapun asalkan distyle dengan cocok bagus2 saja kok mau rambut jamet kalau cocok dengan face dan gaya penampilan dan pede bakal cocok dan gamungkin jelek sih ya emg nyari cocoknya ini yg susah 
aku: jelas beda lah munaroh! lu banyangin di Indonesia tuh orangnya beraneka ragam. ada yang kulitnya putih, kuning langsat, sawo matang, coklat, hitam. ada yang kurus, gendut. rambutnya pendek, panjang, lurus, gelombang, kribo. nah coba lu liat idol Korea. sama mukanya?	R	aku jelas beda lah munaroh lu banyangin di indonesia tuh orangnya beraneka ragam ada yang kulitnya putih kuning langsat sawo matang coklat hitam ada yang kurus gendut rambutnya pendek panjang lurus gelombang kribo nah coba lu liat idol korea sama mukanya 
Oh kalo kribo sama kulit hitam brrti jimi hendrix ya? Wkwkwkwkwkwk	Non_R	oh kalo kribo sama kulit hitam brrti jimi hendrix ya wkwkwkwkwkwk
Mungkin karena sama kribo dan berkulit hitam wkwkw	Non_R	mungkin karena sama kribo dan berkulit hitam wkwkw
